BEN_REG,sexe,age,GEN_NUM,CIP13,total_boites
84,1,20,815,3400922165141,919
84,1,20,815,3400927384486,16
84,1,20,815,3400938681185,431
84,1,60,814,3400921867244,19856
84,1,60,815,3400939510491,6170
84,2,20,814,3400922161587,564
84,2,20,814,3400938632040,584
84,2,20,814,3400939909608,279
84,2,20,815,3400921867992,3064
84,2,60,815,3400939279442,75
84,2,60,815,3400939511092,3230
84,2,60,815,3400939914169,1030
93,1,20,814,3400926775636,13
93,1,20,814,3400927384196,61
93,1,20,814,3400938014792,968
93,1,20,814,3400938014853,531
93,1,20,815,3400922161648,310
93,1,20,815,3400949626298,22
93,1,60,814,3400927384257,57
93,1,60,814,3400938632040,1441
93,1,60,814,3400939914749,207
93,1,60,814,3400949625529,102
93,1,60,815,3400938015164,1242
93,1,60,815,3400939279442,17
93,1,60,815,3400949625987,215
93,2,20,814,3400922161419,590
93,2,20,814,3400922162997,1031
93,2,20,814,3400927384196,53
93,2,20,814,3400938014792,1015
93,2,20,814,3400939278902,30
93,2,20,814,3400939507941,1156
93,2,20,814,3400939914749,76
93,2,20,815,3400922164489,454
93,2,20,815,3400938681185,210
93,2,20,815,3400939914459,25
93,2,60,814,3400926775636,31
93,2,60,815,3400921868654,4729
93,2,60,815,3400922161709,611
93,2,99,814,3400921866643,49
99,1,0,814,3400939507361,20
99,1,20,814,3400926775575,39
99,1,20,815,3400939279442,39
99,1,60,815,3400922161648,28
99,1,60,815,3400922165141,35
99,1,99,814,3400939507361,73
99,2,0,814,3400922161419,12
99,2,20,815,3400927384318,35
99,2,20,815,3400939279961,37
99,2,60,814,3400922166261,22
99,2,60,814,3400938014853,53
99,2,60,814,3400939507361,27
99,2,99,814,3400922161419,34
99,2,99,814,3400939507941,22
99,9,0,814,3400938632040,17
99,9,99,814,3400922161587,17
44,2,20,814,3400939278551,150
44,2,20,815,3400922161648,194
44,2,20,815,3400926775865,33
44,2,20,815,3400938679007,111
44,2,60,814,3400922161587,2425
44,2,60,814,3400938014792,2870
44,2,60,814,3400938014853,3315
44,2,60,814,3400939914749,89
44,2,60,815,3400938015164,2037
44,2,60,815,3400939279442,160
52,1,20,814,3400921866643,1312
52,1,20,814,3400921867244,2900
52,1,20,814,3400938621914,236
52,1,20,814,3400939507361,1237
52,1,20,815,3400939511092,1551
52,1,60,814,3400949625178,342
52,1,60,815,3400922164489,801
52,2,20,814,3400922161587,201
52,2,20,814,3400938014792,87
52,2,20,814,3400938014853,250
52,2,20,815,3400938015164,95
52,2,60,815,3400921868654,4978
52,2,60,815,3400922165141,1937
52,2,60,815,3400938014914,941
53,1,20,814,3400921867244,3472
53,1,20,814,3400927384196,92
53,1,20,814,3400939507361,1430
53,1,60,814,3400938632040,1318
53,1,60,814,3400949625178,136
53,1,60,815,3400921867992,8865
53,1,60,815,3400927384318,187
53,2,20,814,3400922162997,642
53,2,20,815,3400922164489,290
53,2,20,815,3400938015164,109
53,2,20,815,3400938681185,192
53,2,60,814,3400921866643,17485
53,2,60,814,3400938621914,3327
53,2,60,814,3400939278551,201
53,2,60,815,3400921868654,5794
53,2,60,815,3400938014914,1714
53,2,60,815,3400938679007,1947
75,1,20,814,3400922161419,797
75,1,20,814,3400922161587,981
75,1,20,814,3400938014792,294
75,1,20,814,3400939278902,135
75,1,20,814,3400949625529,94
75,1,20,815,3400949625987,133
75,1,60,814,3400926775636,108
75,1,60,815,3400922161648,2775
75,1,60,815,3400926775865,86
75,1,60,815,3400939511092,6261
75,1,60,815,3400939914169,454
75,2,20,814,3400922164199,959
75,2,20,814,3400939278551,69
75,2,20,815,3400921868654,1600
75,2,20,815,3400922161709,439
75,2,20,815,3400922165141,386
75,2,60,814,3400921867244,17489
75,2,60,814,3400927384196,366
75,2,60,814,3400938014853,4004
75,2,60,815,3400939510491,7964
75,2,60,815,3400949626298,314
76,1,20,814,3400922161587,508
76,1,20,814,3400938014792,400
76,1,20,814,3400938632040,1265
76,1,20,815,3400921867992,2202
76,1,60,814,3400921866643,18412
76,1,60,814,3400938621914,3508
76,1,60,814,3400939507361,6802
76,1,60,815,3400921868654,7695
76,1,60,815,3400938014914,1324
76,1,60,815,3400939511092,3035
76,1,60,815,3400939914169,308
76,2,20,814,3400926775636,23
76,2,20,814,3400939278551,14
76,2,20,815,3400922161648,100
76,2,20,815,3400938679007,288
76,2,60,814,3400927384196,41
76,2,60,814,3400938014853,3565
76,2,60,814,3400939914749,160
76,2,60,815,3400938015164,1718
76,2,60,815,3400949626298,242
84,1,20,814,3400921866643,8561
84,1,20,814,3400921867244,7966
84,1,20,814,3400938621914,685
84,1,20,814,3400939507361,2398
84,1,20,815,3400938014914,365
84,1,20,815,3400939511092,1123
84,1,20,815,3400939914169,174
84,1,60,814,3400922161419,3047
84,1,60,814,3400922162997,6987
84,1,60,814,3400926775575,69
84,1,60,814,3400939278902,219
84,1,60,814,3400949625529,256
84,1,60,815,3400922164489,5153
84,1,60,815,3400927384486,23
84,1,60,815,3400938681185,1322
84,1,60,815,3400939914459,234
84,1,60,815,3400949625987,737
84,2,20,814,3400927384196,45
84,2,20,814,3400927384257,35
84,2,20,814,3400938014792,711
84,2,20,814,3400938014853,648
84,2,20,814,3400939914749,153
84,2,20,815,3400938015164,298
84,2,60,814,3400922164199,5026
84,2,60,814,3400938632040,1988
84,2,60,815,3400921867992,26170
84,2,60,815,3400921868654,11064
84,2,60,815,3400922161709,1204
84,2,60,815,3400922165141,2914
84,2,60,815,3400927384318,48
93,1,20,814,3400922161587,317
93,1,20,814,3400926775575,25
93,1,20,814,3400938632040,521
93,1,20,814,3400949625178,36
93,1,20,815,3400921867992,3181
93,1,60,814,3400939909608,645
93,1,60,815,3400926775865,89
93,1,60,815,3400921867992,15591
93,1,60,815,3400927384318,168
93,2,20,814,3400921866643,5188
93,2,20,814,3400921867244,2840
93,2,20,814,3400938621914,772
93,2,20,814,3400939507361,2052
93,2,60,814,3400926775575,243
93,2,60,814,3400949625178,407
93,2,60,815,3400938679007,2866
93,2,60,815,3400939279961,27
99,1,0,814,3400921866643,54
99,1,0,815,3400921868654,23
99,1,20,814,3400921867244,28
99,1,20,814,3400939507361,19
99,1,60,814,3400922165660,26
99,1,60,815,3400939279961,15
99,1,99,814,3400939507941,16
99,1,99,815,3400921868654,22
99,2,20,815,3400939279442,64
99,2,20,815,3400939914169,56
99,2,60,814,3400921866643,87
99,2,60,814,3400922162997,27
99,2,60,814,3400939507941,60
99,2,60,815,3400921868654,32
99,2,60,815,3400927384486,15
99,2,60,815,3400938014914,40
99,9,99,815,3400939510491,31
52,1,60,814,3400927384257,52
52,1,60,815,3400927384318,31
52,1,60,815,3400938015164,628
52,2,20,814,3400921867244,2842
52,2,20,814,3400939507361,1030
52,2,60,814,3400949625178,558
52,2,60,815,3400939279961,43
52,2,60,815,3400949626298,228
53,1,20,815,3400938015164,105
53,1,20,815,3400939511092,686
53,1,60,814,3400922162997,3418
53,1,60,814,3400939507941,3799
53,1,60,815,3400921868654,5775
53,1,60,815,3400922164489,2385
53,1,60,815,3400922165141,1684
53,1,60,815,3400927384486,67
53,1,60,815,3400938014914,845
53,1,60,815,3400938681185,1168
53,2,20,814,3400927384196,82
53,2,20,814,3400938014853,231
53,2,20,814,3400949625178,45
53,2,20,815,3400922161648,175
53,2,60,814,3400927384257,112
53,2,60,814,3400938632040,1765
53,2,60,815,3400921867992,11420
53,2,60,815,3400927384318,294
75,1,20,814,3400922164199,1254
75,1,20,814,3400939507941,3167
75,1,20,815,3400922161709,685
75,1,20,815,3400922165141,710
75,1,20,815,3400926775926,21
75,1,60,814,3400921867244,14151
75,1,60,814,3400939507361,8517
75,2,20,814,3400922161587,936
75,2,20,814,3400938014792,527
75,2,20,814,3400938632040,377
75,2,20,814,3400939909608,94
75,2,20,815,3400921867992,1528
75,2,60,815,3400938015164,2214
75,2,60,815,3400939279442,168
75,2,60,815,3400939511092,6376
75,2,60,815,3400939914169,441
76,1,20,814,3400939278551,31
76,1,20,814,3400949625529,68
76,1,20,815,3400939510491,697
76,1,20,815,3400949625987,42
76,1,60,814,3400926775636,140
76,1,60,814,3400938014853,1875
76,1,60,814,3400949625178,269
76,1,60,815,3400922161648,1298
76,1,60,815,3400939279961,46
76,1,60,815,3400949626298,208
76,2,20,814,3400922164199,1022
76,2,20,815,3400922161709,180
76,2,20,815,3400939511092,525
76,2,60,814,3400921866643,23720
76,2,60,814,3400921867244,15335
76,2,60,814,3400938621914,4780
76,2,60,814,3400939507361,9154
76,2,60,815,3400922164489,3161
76,2,60,815,3400938014914,2463
76,2,60,815,3400939914459,89
76,2,99,815,3400921867992,59
84,1,20,814,3400926775636,26
84,1,20,814,3400927384196,31
84,1,20,814,3400938014853,636
84,1,20,815,3400922161648,445
84,1,20,815,3400939279961,24
84,1,20,815,3400949626298,57
84,1,60,814,3400927384257,63
84,1,60,814,3400938632040,1669
84,1,60,814,3400939909608,923
84,1,60,814,3400939914749,450
84,1,60,815,3400921867992,23341
84,2,20,814,3400921866643,6908
84,2,20,814,3400921867244,6487
84,2,20,814,3400938621914,759
84,2,20,814,3400939507361,2072
84,2,20,815,3400922164489,715
84,2,20,815,3400939914459,54
84,2,60,814,3400922161419,3886
84,2,60,814,3400926775575,110
84,2,60,814,3400939278902,245
84,2,60,814,3400949625178,829
84,2,60,815,3400938679007,2254
84,2,60,815,3400949625987,753
93,1,20,814,3400922162997,1164
93,1,20,814,3400922164199,726
93,1,20,814,3400939507941,1513
93,1,20,815,3400921868654,1592
93,1,20,815,3400922161709,178
93,1,20,815,3400922165141,339
93,1,20,815,3400927384486,18
93,1,20,815,3400938681185,260
93,1,60,815,3400939510491,8473
93,2,20,814,3400938632040,404
93,2,20,814,3400939909608,145
93,2,20,815,3400921867992,2265
93,2,20,815,3400926775865,17
93,2,20,815,3400927384318,30
93,2,60,815,3400939279442,26
93,2,60,815,3400939511092,2357
93,2,60,815,3400939914169,306
99,1,20,814,3400927384257,43
99,1,20,814,3400939909608,31
99,1,20,815,3400927384318,31
99,1,60,814,3400922164199,89
99,1,60,814,3400922166261,13
99,1,60,815,3400922161709,19
99,1,60,815,3400939511092,63
99,2,20,814,3400926775575,69
99,2,20,814,3400939278551,29
99,2,60,814,3400922161587,25
99,2,60,814,3400926775636,13
99,2,60,814,3400938014792,40
99,2,60,815,3400922167961,13
99,2,99,814,3400921866643,27
99,2,99,814,3400921867244,22
99,9,0,815,3400939511092,17
99,9,20,814,3400922166261,14
99,9,20,815,3400922167152,20
93,1,60,815,3400939511092,2507
93,1,60,815,3400939914169,269
93,1,99,814,3400921866643,43
93,1,99,814,3400921867244,18
93,2,20,814,3400939278551,20
93,2,20,815,3400921868654,875
93,2,20,815,3400922165141,207
93,2,20,815,3400938014914,334
93,2,20,815,3400938679007,354
93,2,60,814,3400922161419,3851
93,2,60,814,3400927384196,338
93,2,60,814,3400938014792,9589
93,2,60,814,3400938014853,3476
93,2,60,814,3400939278902,136
93,2,60,814,3400949625529,160
93,2,60,815,3400939510491,8776
93,2,60,815,3400949625987,309
93,2,60,815,3400949626298,79
99,1,0,814,3400922164199,20
99,1,20,814,3400921866643,16
99,1,20,814,3400939278551,45
99,1,20,815,3400921868654,27
99,1,60,814,3400922161419,21
99,1,60,814,3400922161587,28
99,1,60,814,3400926775575,28
99,1,60,814,3400927384196,57
99,1,60,814,3400938014853,31
99,1,60,815,3400939510491,39
99,2,20,814,3400927384257,39
99,2,20,815,3400926775926,54
99,2,60,814,3400922164199,30
99,2,60,815,3400922165141,16
99,2,60,815,3400922167152,20
99,9,99,814,3400938621914,52
99,9,99,815,3400938679007,22
